County,Sub_County,Zone,School,No_of_Devices,FID
MIGORI COUNTY,RONGO,RONGO,KODEROBARA,88,9579
MURANG'A COUNTY,KAHURO,MUGOIRI,MUNYUTHA,20,9580
MIGORI COUNTY,KURIA EAST,KEGONGA,SANCHAWA,40,9581
MURANG'A COUNTY,kANGEMA,KANYENYAINI,HOLY ROSARY,26,9582
MIGORI COUNTY,KURIA EAST,KEGONGA,GIRIGIRI,28,9583
MURANG'A COUNTY,KAHURO,MUGOIRI,MIRICHU,23,9584
MIGORI COUNTY,RONGO,RONGO,NYAKWERE,40,9585
MURANG'A COUNTY,kANGEMA,KANYENYAINI,ICHICHI,39,9586
MIGORI COUNTY,RONGO,RONGO,MATAGARO,45,9587
MURANG'A COUNTY,KAHURO,WEITHAGA,KARINGU,22,9588
MIGORI COUNTY,NYATIKE                                           ,MUHURU,KUMONI,55,9589
MURANG'A COUNTY,kANGEMA,KANYENYAINI,KARURA,18,9590
MURANG'A COUNTY,KANDARA,GITHUMU,KAHIGA,13,9591
MIGORI COUNTY,NYATIKE                                           ,MUHURU,RABWAO,50,9592
MIGORI COUNTY,RONGO,RONGO,SIALA,31,9593
MIGORI COUNTY,NYATIKE                                           ,MUHURU,NYAKONDO,76,9594
MURANG'A COUNTY,KANDARA,GITHUMU,MUNG'ARIA,20,9595
MURANG'A COUNTY,KANDARA,MURUKA,KAWENDO,21,9596
MIGORI COUNTY,NYATIKE                                           ,MUHURU,LISORI,43,9597
MURANG'A COUNTY,kANGEMA,KANYENYAINI,KIBUTHA G. BOARDING,10,9598
MURANG'A COUNTY,KIGUMO,KIGUMO,KAREGA,15,9599
MURANG'A COUNTY,MATHIOYA,GITUGI,KIRIMIGA,20,9600
MURANG'A COUNTY,MURANGA SOUTH,KAMAHUHA,IGIKIRO,92,9601
MURANG'A COUNTY,MURANGA SOUTH,KAMAHUHA,KAHAINI,57,9602
MURANG'A COUNTY,MURANGA SOUTH,KAMAHUHA,KAHARATI,43,9603
MURANG'A COUNTY,MURANGA SOUTH,NGINDA,GATHERA,41,9604
MURANG'A COUNTY,MURANGA SOUTH,NGINDA,IKUNDU,56,9605
MURANG'A COUNTY,MURANGA SOUTH,NGINDA,IREMBU,49,9606
MURANG'A COUNTY,MURANGA SOUTH,NGINDA,ITAAGA,53,9607
MURANG'A COUNTY,MURANGA SOUTH,NGINDA,KAHARO,85,9608
MURANG'A COUNTY,MURANGA SOUTH,NGINDA,NGINDA,51,9609
MURANG'A COUNTY,GATANGA,GATANGA,KATHAMBARA,17,9610
MURANG'A COUNTY,GATANGA,KIHUMBUINI,GITHAMBIA,92,9611
NAIROBI COUNTY,STAREHE,STAREHE/CENTRAL,ST. PETER CLAVER'S,20,9612
MURANG'A COUNTY,MURANGA EAST,GATURI,GAKURWE,39,9613
NAIROBI COUNTY,DAGORETTI,WAITHAKA,FOREST ONE,37,9614
MURANG'A COUNTY,GATANGA,KIHUMBUINI,KIUNYU,46,9615
MURANG'A COUNTY,MURANGA EAST,GATURI,GATURI,40,9616
MURANG'A COUNTY,GATANGA,KIHUMBUINI,MBARI YA RUGA,75,9617
MURANG'A COUNTY,GATANGA,KIHUMBUINI,THUITA,33,9618
MURANG'A COUNTY,KAHURO,MUGOIRI,GITIRI,58,9619
NAKURU COUNTY,NAKURU,CENTRAL,ST MARY’S GIRLS,120,9620
MURANG'A COUNTY,KAHURO,MUGOIRI,KAGUMO,53,9621
NAKURU COUNTY,NAIVASHA,MAIELLA,MIRERA,147,9622
NAKURU COUNTY,KURESOI,KERINGET,KERINGET BOARDING,14,9623
MURANG'A COUNTY,KAHURO,MUGOIRI,KARI,61,9624
MURANG'A COUNTY,KAHURO,MUGOIRI,MBARI YA HITI,55,9625
NAKURU COUNTY,GILGIL,ELEMENTAITA,MUNANDA,198,9626
MURANG'A COUNTY,MURANGA EAST,GATURI,ITITU,33,9627
NAIROBI COUNTY,EMBAKASI,DANDORA,ATHI,27,9628
MURANG'A COUNTY,KAHURO,MUGOIRI,MWARA,46,9629
NAKURU COUNTY,KURESOI,AMALO,OLENGURUONE D.E.B,80,9630
MURANG'A COUNTY,MURANGA EAST,GATURI,KAMBWE,40,9631
NAIROBI COUNTY,EMBAKASI,DANDORA,DRUMVALE,33,9632
MURANG'A COUNTY,MURANGA EAST,GATURI,KANGURE I,33,9633
NAIROBI COUNTY,EMBAKASI,DANDORA,GITUAMBA,37,9634
MURANG'A COUNTY,MURANGA EAST,GATURI,KIANGAGE,39,9635
NAIROBI COUNTY,EMBAKASI,DANDORA,USHIRIKA,30,9636
NAIROBI COUNTY,EMBAKASI,KAYOLE,UTAWALA ACADEMY,55,9637
NAIROBI COUNTY,EMBAKASI,KAYOLE,ELDELVALE,50,9638
MURANG'A COUNTY,MURANGA EAST,GATURI,THANGATHI,1,9639
NAIROBI COUNTY,EMBAKASI,KAYOLE,BONDENI,32,9640
NAKURU COUNTY,MOLO,ELBURGON,TURI SULGWITA,183,9641
MURANG'A COUNTY,KAHURO,MUGOIRI,NDUTUMI,60,9642
NAIROBI COUNTY,KASARANI,KAHAWA,GITHURAI,105,9643
MURANG'A COUNTY,MURANGA EAST,KIHARU/MUNICIPALITY,GIKUU,34,9644
NAIROBI COUNTY,KAMUKUNJI,BAHATI /KAMUKUNJI,KIMATHI,32,9645
NAIROBI COUNTY,KASARANI,RUARAKA,MATHARE NORTH,87,9646
MURANG'A COUNTY,MURANGA EAST,KIHARU/MUNICIPALITY,GITHUNDI,32,9647
NAIROBI COUNTY,KAMUKUNJI,BAHATI /KAMUKUNJI,UHURU,42,9648
NAKURU COUNTY,NAIVASHA,LONGONOT,NGEYA,93,9649
MURANG'A COUNTY,KAHURO,MURARANDIA,GATARA,60,9650
NAKURU COUNTY,RONGAI,KAMPI YA MOTO,KAPSETEK,62,9651
MURANG'A COUNTY,KAHURO,MURARANDIA,GATUYA,56,9652
NAIROBI COUNTY,KASARANI,RUARAKA,MARURA,81,9653
MURANG'A COUNTY,MURANGA EAST,KIHARU/MUNICIPALITY,MAMUMBU,31,9654
NAIROBI COUNTY,KAMUKUNJI,EASTLEIGH,NEW EASTLEIGH,34,9655
NAKURU COUNTY,SUBUKIA,KABAZI,KABAZI,157,9656
MURANG'A COUNTY,KAHURO,MURARANDIA,GITHAMBO,35,9657
NAKURU COUNTY,KURESOI,CHEPTUECH,ARORWET,33,9658
NAIROBI COUNTY,KAMUKUNJI,EASTLEIGH,ST. TERESA'S BOYS,31,9659
NAIROBI COUNTY,KASARANI,RUARAKA,DANIEL KOMBONI,74,9660
MURANG'A COUNTY,MURANGA SOUTH,ICHAGAKI,MUGUMO,40,9661
NAKURU COUNTY,NAKURU MUNICIPALITY,CENTRAL,FLAMINGO,103,9662
MURANG'A COUNTY,KAHURO,MURARANDIA,KAHATIA,62,9663
NAKURU COUNTY,KURESOI,CHEPTUECH,CHEPNYALILO,23,9664
MURANG'A COUNTY,KAHURO,MURARANDIA,KAHITHE,60,9665
NAKURU COUNTY,KURESOI,KAPSIBEIWO,LANGWENDA,31,9666
NAKURU COUNTY,NJORO,KIHINGO,NESSUIT,126,9667
NAIROBI COUNTY,KAMUKUNJI,EASTLEIGH,ZAWADI,30,9668
NAIROBI COUNTY,KASARANI,RUARAKA,G.S.U.,65,9669
MURANG'A COUNTY,MURANGA SOUTH,ICHAGAKI,WAIRURI,31,9670
MURANG'A COUNTY,KAHURO,MURARANDIA,KAIRICHI,52,9671
NAKURU COUNTY,KURESOI,LANGWENDA,ANGURWET,32,9672
NAKURU COUNTY,NAKURU NORTH,BAHATI /BAHATI,KIAMAINA,300,9673
NAIROBI COUNTY,KASARANI,KAHAWA,GARDEN ESTATE,42,9674
NAIROBI COUNTY,KASARANI,RUARAKA,KARIOBANGI NORTH,60,9675
MURANG'A COUNTY,MURANGA SOUTH,KAMAHUHA,KAWAMANDA,32,9676
NAKURU COUNTY,KURESOI,LANGWENDA,NYANDA,36,9677
NAKURU COUNTY,GILGIL,KARUNGA,NUTHU,13,9678
MURANG'A COUNTY,KANDARA,GAICHANJIRU,GITHIGI,64,9679
NAIROBI COUNTY,KASARANI,KAHAWA,KAMITI,24,9680
NAIROBI COUNTY,KASARANI,RUARAKA,M.M. CHANDARIA,60,9681
MURANG'A COUNTY,MURANGA SOUTH,KAMAHUHA,KIYO,37,9682
MURANG'A COUNTY,MURANGA SOUTH,MAKUYU,HUHOINI,67,9683
MURANG'A COUNTY,MURANGA EAST,KIHARU/MUNICIPALITY,MJINI,75,9684
NAKURU COUNTY,GILGIL,KARUNGA,TWENDANE,18,9685
MURANG'A COUNTY,KANDARA,GAICHANJIRU,KARUGIA,45,9686
NAKURU COUNTY,KURESOI,MAU SUMMIT,UPENDO,30,9687
MURANG'A COUNTY,MURANGA SOUTH,MAKUYU,KAMBITI,68,9688
MURANG'A COUNTY,MURANGA SOUTH,KAMAHUHA,MUCHAGARA,30,9689
NAIROBI COUNTY,KASARANI,RUARAKA,DRIVE IN,44,9690
NAIROBI COUNTY,KASARANI,KAHAWA,KIWANJA,34,9691
MURANG'A COUNTY,MURANGA EAST,MUNICIPALITY /KIHARU,MARAGI,55,9692
NAKURU COUNTY,GILGIL,MBARUK,MBOGO,15,9693
MURANG'A COUNTY,MURANGA SOUTH,MAKUYU,KIAMBAMBA,53,9694
MURANG'A COUNTY,KANDARA,GAICHANJIRU,KIHURU-INI,45,9695
NAKURU COUNTY,KURESOI,TEMOYETTA,CHEPKOBUROT,23,9696
MURANG'A COUNTY,MURANGA EAST,MUNICIPALITY /KIHARU,NDIKWE,59,9697
NAKURU COUNTY,GILGIL,MBARUK,NAGUM,20,9698
MURANG'A COUNTY,KANDARA,GAICHANJIRU,MANJUU,75,9699
NAKURU COUNTY,KURESOI,TEMOYETTA,CHEROKYIET,27,9700
MURANG'A COUNTY,MURANGA SOUTH,MAKUYU,KIMORORI,88,9701
NAIROBI COUNTY,KASARANI,KAHAWA,NJATHAINI,30,9702
MURANG'A COUNTY,MURANGA SOUTH,KAMAHUHA,NDOROME,29,9703
NAIROBI COUNTY,LANGATA,KAREN,AYANY,100,9704
NAKURU COUNTY,GILGIL,MBARUK,KIBOKO,21,9705
MURANG'A COUNTY,kANGEMA,IYEGO,GACHOGI,31,9706
NAKURU COUNTY,KURESOI,TEMOYETTA,TIRIYTA,30,9707
MURANG'A COUNTY,MURANGA SOUTH,MAKUYU,KIRIMIRI,102,9708
MURANG'A COUNTY,MURANGA SOUTH,KAMAHUHA,NYATI,39,9709
NAIROBI COUNTY,LANGATA,KAREN,NGONG FOREST,65,9710
NAIROBI COUNTY,KASARANI,RUARAKA,MUTHAIGA,42,9711
NAKURU COUNTY,KURESOI,AMALO,OLENGURUONE D.E.B BOARDING,14,9712
MURANG'A COUNTY,kANGEMA,IYEGO,GATUNDU-INI,41,9713
NAKURU COUNTY,MOLO,MOLO CENTRAL,KIBUNJA HIGHWAY,23,9714
MURANG'A COUNTY,MURANGA SOUTH,MAKUYU,KITUNE,59,9715
MURANG'A COUNTY,MURANGA SOUTH,KAMAHUHA,SABASABA,36,9716
NAIROBI COUNTY,LANGATA,KAREN,RAILA EDUCATION CENTRE,62,9717
NAIROBI COUNTY,LANGATA,NAIROBI WEST,LANGATA ROAD,38,9718
NAKURU COUNTY,MOLO,MOLO CENTRAL,MT. ST. MARY'S GIRLS,31,9719
NAKURU COUNTY,KURESOI,CHEPTUECH,SEGER,15,9720
MURANG'A COUNTY,kANGEMA,IYEGO,GIKUI,17,9721
NAIROBI COUNTY,MAKADARA,BURU BURU,HARAMBEE,5,9722
MURANG'A COUNTY,MURANGA SOUTH,MAKUYU,KIUGUINI,71,9723
NAIROBI COUNTY,LANGATA,NAIROBI WEST,KONGONI,80,9724
MURANG'A COUNTY,MURANGA SOUTH,MAKUYU,GATHANGA,40,9725
NAKURU COUNTY,NAIVASHA,LONGONOT,ERERI,15,9726
MURANG'A COUNTY,kANGEMA,IYEGO,GITHIMA,14,9727
NAKURU COUNTY,KURESOI,CHEPTUECH,KETITUI CENTRAL,17,9728
MURANG'A COUNTY,kANGEMA,IYEGO,IHIGA,29,9729
NAKURU COUNTY,KURESOI,MAU SUMMIT,MAIGOYA,16,9730
NAKURU COUNTY,NAIVASHA,LONGONOT,NYAKINYUA,23,9731
MURANG'A COUNTY,MURANGA SOUTH,MAKUYU,MAJI KIBOKO,61,9732
MURANG'A COUNTY,MURANGA SOUTH,MAKUYU,GITHANJI,31,9733
NAIROBI COUNTY,LANGATA,NAIROBI WEST,LANGATA BARRACKS,55,9734
NAIROBI COUNTY,STAREHE,JUJA ROAD,MURANG'A ROAD,25,9735
MURANG'A COUNTY,kANGEMA,IYEGO,IYEGO,52,9736
NAKURU COUNTY,NAIVASHA,LONGONOT,KIJABE TOWNSHIP,15,9737
NAKURU COUNTY,NAIVASHA,LONGONOT,OITI,32,9738
MURANG'A COUNTY,MURANGA SOUTH,MAKUYU,MAREMA,49,9739
NAIROBI COUNTY,STAREHE,JUJA ROAD,PANGANI,29,9740
NAIROBI COUNTY,LANGATA,NAIROBI WEST,MADARAKA,53,9741
MURANG'A COUNTY,MURANGA SOUTH,MAKUYU,KIAMBAA,13,9742
MURANG'A COUNTY,kANGEMA,IYEGO,KANGEMA,41,9743
MURANG'A COUNTY,MURANGA SOUTH,MAKUYU,MARURA,45,9744
NAIROBI COUNTY,MAKADARA,VIWANDA,MARIAKANI,80,9745
NAKURU COUNTY,NAIVASHA,LONGONOT,KITILIKINI,18,9746
NAKURU COUNTY,NAIVASHA,LONGONOT,SATELITE,30,9747
NAIROBI COUNTY,STAREHE,STAREHE/CENTRAL,C.G.H.U.,28,9748
MURANG'A COUNTY,MURANGA SOUTH,MAKUYU,KIHARA,26,9749
MURANG'A COUNTY,kANGEMA,IYEGO,KARURI,30,9750
MURANG'A COUNTY,MURANGA SOUTH,MAKUYU,MAKUYU,40,9751
NAIROBI COUNTY,STAREHE,STAREHE/CENTRAL,ISLAMIA,17,9752
NAIROBI COUNTY,MAKADARA,VIWANDA,MAKONGENI,54,9753
MURANG'A COUNTY,kANGEMA,IYEGO,MUGECHI KABORO,30,9754
MURANG'A COUNTY,MURANGA SOUTH,MAKUYU,MUTITHI,55,9755
NAKURU COUNTY,NAIVASHA,LONGONOT,MUNENGI,20,9756
NAKURU COUNTY,NAIVASHA,LONGONOT,UTHERI WA LARI,30,9757
MURANG'A COUNTY,MURANGA SOUTH,MAKUYU,MARANJAU,24,9758
NAKURU COUNTY,NAIVASHA,MAIELLA,OLOONONG'OT,22,9759
NAKURU COUNTY,NAIVASHA,MAIELLA,EMMANUEL PRIMARY SCHOOL NAIVASHA,32,9760
NAIROBI COUNTY,STAREHE,STAREHE/CENTRAL,PUMWANI,34,9761
NAIROBI COUNTY,MAKADARA,VIWANDA,JOSEPH APUDO,51,9762
MURANG'A COUNTY,MURANGA SOUTH,MAKUYU,NDEERA,107,9763
MURANG'A COUNTY,MURANGA EAST,GIKINDU,GITUNGANO,27,9764
MURANG'A COUNTY,MURANGA SOUTH,MAKUYU,THANGIRA,30,9765
NAKURU COUNTY,RONGAI,MAKONGENI,LOSIBIL,21,9766
NAKURU COUNTY,NAIVASHA,MARAGISHU,KANJOGO,33,9767
NAIROBI COUNTY,MAKADARA,VIWANDA,KALOLENI,47,9768
NAIROBI COUNTY,STAREHE,STAREHE/CENTRAL,S.S.D,10,9769
MURANG'A COUNTY,MURANGA SOUTH,MAKUYU,PETER KARIUKI,160,9770
MURANG'A COUNTY,MURANGA EAST,GIKINDU,KAMBIRWA,62,9771
MURANG'A COUNTY,KANDARA,GAICHANJIRU,RIANDEGWA,30,9772
NAKURU COUNTY,RONGAI,RONGAI,NGESUMIN,20,9773
MURANG'A COUNTY,MURANGA SOUTH,NGINDA,GAKOIGO,31,9774
NAKURU COUNTY,NAIVASHA,MARAGISHU,NYAMATHI,30,9775
NAIROBI COUNTY,STAREHE,STAREHE/CENTRAL,ST. BRIGID'S,17,9776
MURANG'A COUNTY,MURANGA SOUTH,NGINDA,IHUMBU,26,9777
NAIROBI COUNTY,STAREHE,JUJA ROAD,KIBORO,99,9778
MURANG'A COUNTY,KANDARA,GAICHANJIRU,THAGARI,35,9779
NAKURU COUNTY,NAIVASHA,NAIVASHA C.,KABATI,29,9780
NAKURU COUNTY,SUBUKIA,MBOGO-INI,GITUNDAGA,21,9781
MURANG'A COUNTY,MURANGA EAST,GIKINDU,KAYUYU,51,9782
MURANG'A COUNTY,MURANGA SOUTH,MAKUYU,PUNDAMILIA,87,9783
NAIROBI COUNTY,WESTLANDS,KILIMANI,KIHUMBUINI,38,9784
NAIROBI COUNTY,STAREHE,JUJA ROAD,JUJA ROAD,90,9785
MURANG'A COUNTY,MURANGA SOUTH,NGINDA,NYAGACUGU,32,9786
MURANG'A COUNTY,KANDARA,GITHUMU,GACHARAGE,48,9787
MURANG'A COUNTY,KANDARA,GITHUMU,GICHAGI-INI,42,9788
NAKURU COUNTY,NAKURU MUNICIPALITY,SOUTHERN,KIGONOR,24,9789
MURANG'A COUNTY,MURANGA EAST,GIKINDU,KIANGATIA,27,9790
NAKURU COUNTY,NAIVASHA,NAIVASHA C.,NAIVASHA BOYS,25,9791
MURANG'A COUNTY,GATANGA  SUB-COUNTY,GATANGA,CHOMO,60,9792
NAIROBI COUNTY,STAREHE,JUJA ROAD,AINSWORTH ST.,82,9793
NAIROBI COUNTY,WESTLANDS,KILIMANI,MUTHANGARI,42,9794
MURANG'A COUNTY,KANDARA,ITHIRU,GAKARARA,62,9795
MURANG'A COUNTY,KANDARA,GITHUMU,GITHIGIA,50,9796
NAKURU COUNTY,GILGIL,ELEMENTAITA,KONGASIS,19,9797
MURANG'A COUNTY,MURANGA EAST,GIKINDU,MATITHI,45,9798
NAKURU COUNTY,NAKURU MUNICIPALITY,EASTERN,RHINO,33,9799
NAIROBI COUNTY,STAREHE,JUJA ROAD,HURUMA,80,9800
NAIROBI COUNTY,WESTLANDS,PARKLANDS,HIGHRIDGE,34,9801
MURANG'A COUNTY,GATANGA  SUB-COUNTY,GATANGA,GAKURARI,27,9802
MURANG'A COUNTY,KANDARA,GITHUMU,GITHUMU,43,9803
NAKURU COUNTY,GILGIL,ELEMENTAITA,MBOMBO,37,9804
MURANG'A COUNTY,MURANGA EAST,GIKINDU,MBIRI,54,9805
NAKURU COUNTY,NAKURU MUNICIPALITY,NORTHERN,LENANA,31,9806
MURANG'A COUNTY,KANDARA,ITHIRU,GAKUI,53,9807
NAIROBI COUNTY,STAREHE,JUJA ROAD,ST. TERESA'S,76,9808
NAIROBI COUNTY,WESTLANDS,PARKLANDS,KARURA FOREST,17,9809
MURANG'A COUNTY,GATANGA  SUB-COUNTY,GATANGA,GATANGA,29,9810
MURANG'A COUNTY,KANDARA,GITHUMU,GITURU,64,9811
NAKURU COUNTY,GILGIL,ELEMENTAITA,OLDUBEI,23,9812
MURANG'A COUNTY,MURANGA EAST,GIKINDU,MUCHUNGUCHA,85,9813
NAKURU COUNTY,NAKURU MUNICIPALITY,NORTHERN,MOI,34,9814
MURANG'A COUNTY,KANDARA,ITHIRU,GITHUYA,28,9815
NAIROBI COUNTY,STAREHE,JUJA ROAD,MATHARI,70,9816
NAIROBI COUNTY,WESTLANDS,PARKLANDS,MUGUGA GREEN,25,9817
MURANG'A COUNTY,GATANGA  SUB-COUNTY,GATANGA,GIATUTU,47,9818
MURANG'A COUNTY,KANDARA,GITHUMU,KAMICHEE,30,9819
NAKURU COUNTY,GILGIL,ELEMENTAITA,OLE SULTAN,30,9820
MURANG'A COUNTY,MURANGA EAST,KIHARU/MUNICIPALITY,GIKANDU,60,9821
NAKURU COUNTY,NAKURU MUNICIPALITY,SOUTHERN,KELELWET,37,9822
MURANG'A COUNTY,KANDARA,ITHIRU,KANDARA,45,9823
MURANG'A COUNTY,KANDARA,GITHUMU,KANGUI,22,9824
NAKURU COUNTY,GILGIL,KARUNGA,CURA,28,9825
MURANG'A COUNTY,MURANGA EAST,KIHARU/MUNICIPALITY,GITHANGA,48,9826
NAKURU COUNTY,NAKURU NORTH,BAHATI /BAHATI,GIACHONGE,23,9827
NAIROBI COUNTY,STAREHE,JUJA ROAD,ARYA,35,9828
NAIROBI COUNTY,DAGORETTI,RIRUTA,RIRUTA SATELLITE,85,9829
MURANG'A COUNTY,GATANGA  SUB-COUNTY,GATANGA,GICHUMBU,52,9830
MURANG'A COUNTY,KANDARA,ITHIRU,KARIMAMWARO,96,9831
MURANG'A COUNTY,KANDARA,GITHUMU,KARIUA,27,9832
NAKURU COUNTY,GILGIL,KARUNGA,KIGOGO,30,9833
MURANG'A COUNTY,MURANGA EAST,KIHARU/MUNICIPALITY,KIANGOCHI,55,9834
NAKURU COUNTY,NAKURU NORTH,BAHATI /BAHATI,RURII,37,9835
NAIROBI COUNTY,STAREHE,STAREHE/CENTRAL,PARKLANDS,90,9836
NAIROBI COUNTY,DAGORETTI,RIRUTA,DAGORETI MUSLIM,78,9837
MURANG'A COUNTY,KANDARA,ITHIRU,KIIRI,44,9838
MURANG'A COUNTY,GATANGA  SUB-COUNTY,GATANGA,MABAE,45,9839
MURANG'A COUNTY,KANDARA,GITHUMU,MUKURIA,57,9840
NAKURU COUNTY,GILGIL,KARUNGA,MWEGA,26,9841
MURANG'A COUNTY,MURANGA EAST,KIHARU/MUNICIPALITY,KIAWAMBEU,42,9842
NAKURU COUNTY,NAKURU NORTH,DUNDORI/BAHATI,ITHAGANI,27,9843
NAIROBI COUNTY,STAREHE,STAREHE/CENTRAL,NGETHU WATER WORKS,81,9844
NAIROBI COUNTY,DAGORETTI,RIRUTA,TOI,63,9845
MURANG'A COUNTY,GATANGA  SUB-COUNTY,GATANGA,MABANDA,50,9846
MURANG'A COUNTY,KANDARA,ITHIRU,KIRIGITHU,35,9847
NAKURU COUNTY,NAKURU NORTH,DUNDORI/BAHATI,MWIRUTI,30,9848
MURANG'A COUNTY,KANDARA,GITHUMU,MUTHERU,42,9849
NAKURU COUNTY,GILGIL,KARUNGA,NGETETI,30,9850
MURANG'A COUNTY,KANDARA,ITHIRU,MATIRA-INI,44,9851
MURANG'A COUNTY,GATANGA  SUB-COUNTY,GATANGA,MUTHURI,46,9852
NAIROBI COUNTY,STAREHE,STAREHE/CENTRAL,DR. AGGREY,75,9853
NAKURU COUNTY,GILGIL,KARUNGA,UTUMISHI,31,9854
NAIROBI COUNTY,DAGORETTI,RIRUTA,JOSEPH KANG'ETHE,47,9855
NAKURU COUNTY,NAKURU NORTH,SOLAI,KIRIMA,27,9856
MURANG'A COUNTY,KANDARA,GITHUMU,RWATHE,70,9857
NAIROBI COUNTY,DAGORETTI,RIRUTA,KAWANGWARE,90,9858
MURANG'A COUNTY,GATANGA  SUB-COUNTY,GATANGA,NGUNGUGU,29,9859
NAIROBI COUNTY,STAREHE,STAREHE/CENTRAL,CITY,63,9860
MURANG'A COUNTY,KANDARA,MURUKA,MUGECHA,54,9861
NAKURU COUNTY,NJORO,KIHINGO,CHEPTOROI,28,9862
MURANG'A COUNTY,KANDARA,GITHUMU,WAHU,48,9863
NAKURU COUNTY,GILGIL,MBARUK,CEDAR,25,9864
NAKURU COUNTY,GILGIL,MBARUK,CYPRESS,26,9865
NAIROBI COUNTY,DAGORETTI,WAITHAKA,MUKARARA,85,9866
MURANG'A COUNTY,GATANGA  SUB-COUNTY,GATANGA,PCEA KIGIO,52,9867
MURANG'A COUNTY,KANDARA,MURUKA,MUIRI-INI,49,9868
NAIROBI COUNTY,STAREHE,STAREHE/CENTRAL,MOI AVENUE,55,9869
NAKURU COUNTY,NJORO,KIHINGO,CHESOTON,24,9870
NAKURU COUNTY,GILGIL,MBARUK,KASAMBARA,30,9871
MURANG'A COUNTY,KIGUMO,MUTHITHI,NDONGA,60,9872
NAIROBI COUNTY,STAREHE,STAREHE/CENTRAL,RIVER BANK,42,9873
MURANG'A COUNTY,MURANGA EAST,GATURI,GAKUYU,24,9874
MURANG'A COUNTY,KANDARA,MURUKA,MURUKA,49,9875
NAKURU COUNTY,NJORO,KIHINGO,KIKAPU,37,9876
NAKURU COUNTY,GILGIL,MBARUK,KEKOPEY,36,9877
NAIROBI COUNTY,EMBAKASI,DANDORA,PETER KIBUKOSYA,86,9878
MURANG'A COUNTY,GATANGA  SUB-COUNTY,GATANGA,RWAITIRA,44,9879
NAIROBI COUNTY,WESTLANDS,KILIMANI,KABETE VETLAB,83,9880
MURANG'A COUNTY,MURANGA EAST,GATURI,GATHUKE-INI,47,9881
NAKURU COUNTY,NJORO,KIHINGO,MUTAMAIYO,25,9882
NAKURU COUNTY,GILGIL,MBARUK,NDOGO,26,9883
MURANG'A COUNTY,KANDARA,MURUKA,NAARO,35,9884
NAIROBI COUNTY,EMBAKASI,DANDORA,RONALD NGALA,75,9885
MURANG'A COUNTY,GATANGA  SUB-COUNTY,GATANGA,RWEGETHA,57,9886
NAIROBI COUNTY,WESTLANDS,KILIMANI,KANGEMI,79,9887
MURANG'A COUNTY,KANDARA,MURUKA,NGUTHURU,43,9888
NAIROBI COUNTY,EMBAKASI,DANDORA,KAYOLE NORTH,70,9889
MURANG'A COUNTY,GATANGA  SUB-COUNTY,KIHUMBUINI,GATIIGURU,46,9890
MURANG'A COUNTY,MURANGA EAST,GATURI,KABUI,57,9891
NAKURU COUNTY,GILGIL,MBARUK,THOME,29,9892
NAKURU COUNTY,NJORO,LARE,MESSIPEI,34,9893
NAIROBI COUNTY,WESTLANDS,KILIMANI,MILIMANI,75,9894
MURANG'A COUNTY,KANDARA,MURUKA,RUKIRA,56,9895
MURANG'A COUNTY,MURANGA EAST,GATURI,KIAMURI,47,9896
NAIROBI COUNTY,EMBAKASI,DANDORA,NGUNDU,65,9897
NAKURU COUNTY,KURESOI,AMALO,KABIGERIET,31,9898
MURANG'A COUNTY,MATHIOYA,GITUGI,GAKAMBURA,42,9899
NAKURU COUNTY,NJORO,LARE,MUGUMO,37,9900
NAIROBI COUNTY,WESTLANDS,KILIMANI,STATE HOUSE,55,9901
MURANG'A COUNTY,KANDARA,MURUKA,WAITUA,63,9902
NAIROBI COUNTY,EMBAKASI,DANDORA,JEHOVA JIRE,60,9903
MURANG'A COUNTY,MATHIOYA,GITUGI,GITHENDU,44,9904
MURANG'A COUNTY,MURANGA EAST,GATURI,MATONGU,16,9905
NAKURU COUNTY,KURESOI,AMALO,KAPLAMAI,37,9906
MURANG'A COUNTY,KIGUMO,KANGARI,IKUMBI,54,9907
NAIROBI COUNTY,WESTLANDS,KILIMANI,ST. GEORGE'S,48,9908
NAKURU COUNTY,RONGAI,KAMPI YA MOTO,AIC KABARNET FARM,27,9909
MURANG'A COUNTY,MURANGA EAST,GATURI,MWERU,29,9910
NAKURU COUNTY,KURESOI,AMALO,KIPTARAGON,38,9911
NAIROBI COUNTY,EMBAKASI,DANDORA,NEW NJIRU,47,9912
NAIROBI COUNTY,WESTLANDS,PARKLANDS,AGA KHAN,89,9913
MURANG'A COUNTY,KIGUMO,KANGARI,KAMUKABI,72,9914
MURANG'A COUNTY,MATHIOYA,GITUGI,KAMBARA,35,9915
MURANG'A COUNTY,KIGUMO,KANGARI,KANDERENDU,80,9916
MURANG'A COUNTY,MURANGA SOUTH,KAMAHUHA,MANGOTO,61,9917
NAKURU COUNTY,KURESOI,AMALO,KIPTENDEN,36,9918
NAIROBI COUNTY,EMBAKASI,KAYOLE,TUMAINI,100,9919
NAKURU COUNTY,NJORO,MAU-NAROK,CHESOEN,34,9920
NAIROBI COUNTY,WESTLANDS,PARKLANDS,LOWER KABETE,85,9921
MURANG'A COUNTY,MATHIOYA,GITUGI,MIHUTI,45,9922
MURANG'A COUNTY,KIGUMO,KANGARI,KARINGA,41,9923
MURANG'A COUNTY,MURANGA SOUTH,MAKUYU,KANGANGU,111,9924
